video,frame,person_id,fall,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
S_D_0138_resized,0,0,0,934.6738891601562,300.4837341308594,0.992778480052948,951.6123657226562,287.7767639160156,0.9753343462944031,919.54931640625,286.39569091796875,0.9807042479515076,972.4102172851562,298.9847106933594,0.8029148578643799,892.5269775390625,296.523193359375,0.8087691068649292,1004.3023681640625,377.00286865234375,0.9935343265533447,848.578125,376.5289001464844,0.9968511462211609,1051.8260498046875,457.9747009277344,0.9449742436408997,788.9920654296875,455.91754150390625,0.9719749093055725,1067.555908203125,533.8031005859375,0.9232401251792908,754.9417724609375,526.7621459960938,0.9468758702278137,965.87060546875,557.0209350585938,0.9957963228225708,867.7192993164062,554.6576538085938,0.9967696666717529,949.0323486328125,683.0112915039062,0.9732455611228943,846.942626953125,680.8456420898438,0.9782732725143433,930.4640502929688,771.4849853515625,0.8235628008842468,857.0635986328125,768.3201904296875,0.8447482585906982
S_D_0138_resized,0,1,0,1021.8424072265625,348.0102844238281,0.41918474435806274,1024.224853515625,339.2976379394531,0.33938685059547424,1019.0282592773438,339.5552978515625,0.17946086823940277,1030.825439453125,340.2049255371094,0.33549317717552185,1018.6734008789062,340.8650817871094,0.12592163681983948,1043.450439453125,384.1822204589844,0.8572538495063782,1010.2285766601562,382.5891418457031,0.4699438810348511,1068.7420654296875,460.4503479003906,0.7379834651947021,1026.046630859375,464.698974609375,0.21079027652740479,1080.9150390625,534.9725952148438,0.582061767578125,1066.0185546875,538.0476684570312,0.2050170749425888,1017.7914428710938,526.705078125,0.8270843625068665,995.3142700195312,525.1261596679688,0.6602582931518555,1005.398193359375,636.7106323242188,0.6225807070732117,985.9418334960938,638.1773071289062,0.4143106937408447,1002.8184814453125,737.2193603515625,0.3065645098686218,987.4027099609375,741.225341796875,0.19196663796901703
S_D_0138_resized,30,0,0,925.033203125,301.0000305175781,0.9901247024536133,942.4684448242188,288.42901611328125,0.9736974239349365,911.0874633789062,287.34259033203125,0.9669179916381836,966.8550415039062,299.4267883300781,0.8555008172988892,888.452392578125,297.45263671875,0.6924300193786621,1005.0292358398438,376.21771240234375,0.994416356086731,846.3318481445312,376.8524169921875,0.9967027306556702,1053.6568603515625,454.754150390625,0.9600146412849426,790.5453491210938,454.0325622558594,0.9735716581344604,1068.967041015625,534.3864135742188,0.9439895153045654,761.0284423828125,531.1613159179688,0.951224684715271,967.5532836914062,554.2498779296875,0.9974761605262756,867.122802734375,551.9883422851562,0.9978637099266052,952.6448364257812,670.3907470703125,0.9862837791442871,844.6917724609375,668.2520141601562,0.9880550503730774,930.246826171875,761.479248046875,0.9070454239845276,853.4296264648438,758.0768432617188,0.9180038571357727
S_D_0138_resized,30,1,0,1021.0533447265625,347.0776672363281,0.2788919508457184,1021.8529052734375,338.4257507324219,0.18725374341011047,1020.007568359375,338.2507629394531,0.11118955910205841,1024.281494140625,340.1312561035156,0.2734774053096771,1023.1954956054688,340.1439208984375,0.14029860496520996,1034.3787841796875,384.3064270019531,0.8461719751358032,1019.4681396484375,382.0158996582031,0.5569379925727844,1060.8870849609375,461.42364501953125,0.7121350765228271,1040.699951171875,465.0367126464844,0.2993687689304352,1078.42822265625,535.7854614257812,0.5381430983543396,1071.4364013671875,537.9429321289062,0.24752721190452576,1015.2578125,524.5224609375,0.8609270453453064,1005.2210083007812,522.4473876953125,0.7622003555297852,1004.6387939453125,632.2584838867188,0.6226054430007935,997.8407592773438,632.5557250976562,0.47121694684028625,1000.3998413085938,734.5477905273438,0.2977468967437744,997.6676635742188,736.3745727539062,0.20984776318073273
S_D_0108_resized,60,0,0,278.6885986328125,64.4429931640625,0.007021603174507618,275.41259765625,49.63888931274414,0.005088186822831631,292.3291931152344,46.007972717285156,0.0006201961659826338,263.7941589355469,57.35881042480469,0.9181534647941589,356.8936462402344,45.78179931640625,0.42217135429382324,234.0714111328125,135.80064392089844,0.9975551962852478,420.89923095703125,115.50604248046875,0.9943251013755798,226.4875946044922,265.0431823730469,0.9848723411560059,488.5285949707031,239.69781494140625,0.9460586309432983,225.1548614501953,362.4882507324219,0.892983078956604,503.0191650390625,347.1438293457031,0.7764608860015869,321.1334533691406,357.3518981933594,0.999204695224762,446.0804138183594,352.7769775390625,0.9988754391670227,347.5055236816406,501.6657409667969,0.991534411907196,487.18634033203125,482.0184326171875,0.9898902177810669,374.2456970214844,609.10986328125,0.868466317653656,493.56585693359375,572.2189331054688,0.8688928484916687
S_D_0108_resized,0,0,0,273.5897216796875,73.48992919921875,0.021605897694826126,270.4676513671875,56.70124435424805,0.018277449533343315,287.9093017578125,55.341453552246094,0.0016494076699018478,266.5032958984375,59.79452896118164,0.9281415343284607,356.0668640136719,53.792781829833984,0.33072224259376526,237.57334899902344,133.63746643066406,0.994712769985199,429.4136657714844,127.06414031982422,0.9815844297409058,219.34423828125,266.259765625,0.9639319181442261,497.3543395996094,265.87457275390625,0.8098967671394348,210.7814178466797,360.2808532714844,0.7984354496002197,512.3858032226562,360.1889953613281,0.5314421057701111,313.475830078125,364.7809753417969,0.9897043108940125,442.3572692871094,365.326904296875,0.9810381531715393,336.2399597167969,421.3990783691406,0.9312556982040405,489.98773193359375,413.48431396484375,0.8933482766151428,362.8323059082031,575.7852172851562,0.5831391215324402,499.7693176269531,550.8311157226562,0.5282973051071167
S_D_0108_resized,0,1,0,233.5449676513672,79.05464935302734,0.0571950264275074,231.37583923339844,68.71337890625,0.09115087240934372,237.95986938476562,68.05823516845703,0.013862520456314087,220.49505615234375,71.61683654785156,0.6346211433410645,255.36502075195312,72.68864440917969,0.10191024094820023,200.9947967529297,122.96336364746094,0.8880937695503235,263.1494445800781,123.29058837890625,0.3298814296722412,182.36160278320312,241.62786865234375,0.663708508014679,242.82809448242188,247.1444091796875,0.041853372007608414,196.09140014648438,352.6307373046875,0.29529866576194763,227.7688751220703,349.11248779296875,0.027518196031451225,201.3857879638672,211.12326049804688,0.7082383036613464,246.1920166015625,212.0765838623047,0.35292014479637146,194.05677795410156,259.565673828125,0.7197913527488708,232.9304962158203,262.57177734375,0.3746432065963745,192.9833984375,368.54669189453125,0.6230638027191162,216.4413604736328,367.3659362792969,0.38022977113723755
S_D_0108_resized,90,0,0,278.6931457519531,58.46822738647461,0.006933773867785931,275.1178283691406,44.185916900634766,0.004764425102621317,292.01666259765625,40.17991638183594,0.0006721097161062062,261.5959777832031,52.73642349243164,0.8830382227897644,352.2320251464844,40.65568161010742,0.3720126748085022,229.67791748046875,133.93556213378906,0.9966117739677429,410.37664794921875,111.6043930053711,0.9918754696846008,225.71791076660156,266.4925537109375,0.9808570146560669,475.9595947265625,238.5632781982422,0.9329367280006409,228.2110137939453,362.77166748046875,0.8742923736572266,494.0630187988281,351.2099304199219,0.7471757531166077,312.5040588378906,360.6922607421875,0.9990369081497192,434.30419921875,355.6021728515625,0.9986293315887451,342.75885009765625,497.6025695800781,0.9914594888687134,484.14007568359375,476.13818359375,0.9898332357406616,369.93182373046875,601.0045776367188,0.885964035987854,495.4599304199219,563.318359375,0.8857429027557373
S_D_0108_resized,30,0,0,273.14886474609375,76.12215423583984,0.008528514765202999,267.6654052734375,60.937801361083984,0.0047808364033699036,287.22760009765625,57.51456832885742,0.0007002234924584627,255.7466278076172,62.99848556518555,0.8798593282699585,352.58563232421875,53.15658950805664,0.39676859974861145,228.6986083984375,138.0067596435547,0.9972032308578491,422.4920959472656,122.90225982666016,0.9941571950912476,224.66587829589844,269.0442199707031,0.9858017563819885,503.2852478027344,253.2638702392578,0.9555392265319824,217.181884765625,365.7789306640625,0.9137979745864868,513.427490234375,361.69158935546875,0.8265560269355774,309.2958068847656,359.91998291015625,0.9990561604499817,437.5094299316406,357.78717041015625,0.9986361861228943,352.6510314941406,493.213134765625,0.9904834032058716,492.4854736328125,477.579833984375,0.9882252216339111,369.354248046875,618.408447265625,0.848924458026886,485.7477722167969,584.160400390625,0.845465898513794
S_D_0108_resized,30,1,0,445.2451171875,127.9286117553711,0.012956487946212292,441.91717529296875,115.4813232421875,0.002120510907843709,448.2927551269531,116.1168212890625,0.014135006815195084,430.2076416015625,110.57240295410156,0.04700224846601486,468.24676513671875,112.85710906982422,0.3848981261253357,424.2921142578125,158.89991760253906,0.2517939805984497,490.2815246582031,156.4989776611328,0.958784282207489,464.17779541015625,257.4472351074219,0.09541422873735428,522.7852783203125,255.78240966796875,0.9635024666786194,487.39544677734375,362.4373474121094,0.10085918009281158,529.9549560546875,358.4659423828125,0.8439005017280579,433.3369140625,350.40130615234375,0.8721608519554138,479.1048889160156,346.9662170410156,0.9852692484855652,442.8109130859375,470.0989074707031,0.6873430609703064,496.19403076171875,459.4526062011719,0.9541837573051453,462.6643981933594,590.0744018554688,0.43388304114341736,496.86834716796875,577.4710083007812,0.7791280150413513
S_D_0108_resized,120,0,0,249.20962524414062,50.08208465576172,0.018180055543780327,247.7267608642578,34.738197326660156,0.01191151887178421,266.16473388671875,32.946773529052734,0.0014601751463487744,254.837890625,44.56011199951172,0.9253271818161011,343.16485595703125,33.82951736450195,0.4193687438964844,231.62107849121094,131.95225524902344,0.9969397783279419,409.1086730957031,113.3564682006836,0.9963472485542297,222.66635131835938,265.1007385253906,0.9781904220581055,475.28179931640625,245.92933654785156,0.9685253500938416,224.54232788085938,356.4223937988281,0.888858437538147,499.4516296386719,349.0218811035156,0.8633714914321899,319.4976806640625,350.5726318359375,0.9988691210746765,437.0644836425781,345.8338317871094,0.9989135265350342,344.8542175292969,504.1946716308594,0.9833090901374817,481.1018371582031,487.44140625,0.9861721396446228,385.3968811035156,597.77587890625,0.7465317249298096,497.837890625,565.420654296875,0.7915046811103821
S_D_0108_resized,120,1,0,442.39776611328125,130.2110595703125,0.041477568447589874,441.405517578125,118.43927001953125,0.01099152397364378,446.61395263671875,118.68002319335938,0.03497343510389328,433.7417907714844,115.83457946777344,0.19175110757350922,471.56005859375,117.77025604248047,0.4684598743915558,417.0584716796875,164.7632293701172,0.4516797959804535,493.7685852050781,164.952880859375,0.9697007536888123,437.2650146484375,252.7183074951172,0.14222413301467896,515.253173828125,257.3299560546875,0.9466219544410706,471.8997497558594,353.7866516113281,0.1252170354127884,526.9736328125,356.5867004394531,0.7855165004730225,428.88421630859375,343.8939514160156,0.8733983039855957,481.87738037109375,342.1156921386719,0.9798218011856079,434.3415222167969,469.9624328613281,0.667873203754425,492.766357421875,461.76898193359375,0.9320309162139893,455.4810485839844,583.8562622070312,0.40304628014564514,492.8792724609375,571.7373046875,0.7177937030792236
S_D_0089_resized,87,0,0,233.4433135986328,606.7940673828125,0.987591028213501,247.82180786132812,595.9056396484375,0.9543014168739319,221.9105224609375,594.0311279296875,0.9658981561660767,264.9978332519531,605.8452758789062,0.7024917006492615,200.98348999023438,601.2275390625,0.7572805285453796,284.4231872558594,679.5545043945312,0.9902389049530029,160.1629638671875,669.8919067382812,0.9935219883918762,318.60247802734375,758.3208618164062,0.9552293419837952,101.64662170410156,745.42138671875,0.9673641920089722,335.2433166503906,817.5336303710938,0.954310417175293,78.71383666992188,822.9721069335938,0.9567832946777344,232.5750732421875,853.8532104492188,0.987767219543457,155.55909729003906,847.0701904296875,0.9891904592514038,198.019775390625,975.8804321289062,0.9281002283096313,132.40380859375,968.8553466796875,0.9329271912574768,168.55186462402344,1055.58203125,0.5737115144729614,127.47722625732422,1052.9697265625,0.582700788974762
S_D_0089_resized,29,0,0,423.4169616699219,487.8028564453125,0.9970656037330627,449.1263122558594,471.0965576171875,0.9905097484588623,400.38128662109375,467.27099609375,0.9908344745635986,477.2994689941406,497.5488586425781,0.8582326769828796,360.5351867675781,488.8022155761719,0.8646845817565918,527.2166748046875,621.3605346679688,0.9952303171157837,287.06427001953125,613.3077392578125,0.9943413734436035,645.7374877929688,740.908203125,0.9626415967941284,194.9173583984375,733.303466796875,0.9439953565597534,752.420166015625,872.8412475585938,0.9067803621292114,123.24829864501953,840.6668090820312,0.8757483959197998,455.15374755859375,948.145263671875,0.9534293413162231,297.4354553222656,944.0187377929688,0.946325957775116,478.3137512207031,1080.0,0.10768068581819534,266.97650146484375,1080.0,0.093783438205719,463.13983154296875,1080.0,0.005115238483995199,249.23165893554688,1080.0,0.00433707470074296
S_D_0089_resized,58,0,0,272.0584411621094,579.1589965820312,0.9902244210243225,289.0408935546875,566.0392456054688,0.9697443842887878,257.4471435546875,564.5158081054688,0.9638210535049438,308.0259704589844,579.593994140625,0.7610499858856201,231.7309112548828,576.392822265625,0.6770436763763428,332.8587646484375,667.350830078125,0.9928417205810547,184.7334442138672,658.4352416992188,0.9868107438087463,385.62469482421875,754.9718627929688,0.9688352942466736,100.17113494873047,739.3670654296875,0.9196332693099976,427.93408203125,820.705078125,0.9559445977210999,21.926546096801758,819.7164306640625,0.9032334089279175,261.79278564453125,880.6079711914062,0.9814260005950928,172.38218688964844,872.8644409179688,0.9727041125297546,219.0758819580078,1024.41650390625,0.7275347709655762,148.1874542236328,1018.1903076171875,0.6285992860794067,179.44264221191406,1080.0,0.14446988701820374,135.9715576171875,1080.0,0.10660944879055023
S_D_0089_resized,0,0,0,270.186279296875,206.4595947265625,0.92793208360672,310.2060546875,150.44590759277344,0.9710309505462646,280.85791015625,165.50552368164062,0.03720228001475334,481.1853332519531,148.729248046875,0.9982727766036987,409.4991760253906,160.34686279296875,0.008387104608118534,616.936767578125,418.6805419921875,0.9974279999732971,503.33392333984375,402.0107727050781,0.9960469603538513,479.0450439453125,829.7166748046875,0.8663540482521057,308.243896484375,757.911865234375,0.8149473667144775,111.91851806640625,941.728271484375,0.5489549040794373,73.1373291015625,906.8182373046875,0.4663216471672058,575.1232299804688,990.2677612304688,0.6169659495353699,503.1748962402344,950.1627807617188,0.7134650349617004,373.3590393066406,948.799560546875,0.024232031777501106,365.126220703125,909.901611328125,0.038673676550388336,249.3009490966797,985.7279052734375,0.0017057127552106977,268.7232666015625,959.901123046875,0.003057525958865881
S_D_0130,60,0,0,948.8098754882812,209.62437438964844,0.9941434264183044,969.5991821289062,188.85691833496094,0.976811945438385,926.3732299804688,190.74957275390625,0.9823848605155945,1000.0940551757812,201.0860595703125,0.8446298837661743,896.3287353515625,207.3130645751953,0.8592267036437988,1042.2962646484375,330.0979919433594,0.9958023428916931,848.4691772460938,334.6101379394531,0.9990085959434509,1073.616943359375,488.7236022949219,0.9634661674499512,795.1840209960938,494.9835205078125,0.9917817711830139,1065.21826171875,630.6619873046875,0.9493604898452759,782.0484008789062,657.96044921875,0.9789232611656189,986.5089111328125,637.2980346679688,0.9979873895645142,864.5055541992188,637.441162109375,0.9988769888877869,976.3077392578125,826.4359741210938,0.9854639172554016,865.0818481445312,828.6456298828125,0.991582453250885,947.4776000976562,970.4405517578125,0.8964180946350098,894.3515625,984.4521484375,0.9295454025268555
S_D_0130,0,0,0,931.844970703125,236.15049743652344,0.9944859147071838,975.5692749023438,199.42210388183594,0.9901604652404785,892.1367797851562,199.7855682373047,0.9782036542892456,1039.048095703125,230.81700134277344,0.9236915111541748,843.7388305664062,232.2523956298828,0.7025677561759949,1134.7305908203125,446.5892028808594,0.9898443222045898,767.28369140625,455.59619140625,0.9902594685554504,1180.3419189453125,720.59130859375,0.9148568511009216,723.65478515625,728.55419921875,0.9012407064437866,1201.4263916015625,926.3001708984375,0.7888557314872742,733.4734497070312,903.0305786132812,0.7646364569664001,1080.7349853515625,976.4881591796875,0.8107699155807495,839.6605224609375,981.83349609375,0.815044641494751,1094.70556640625,1080.0,0.02865392342209816,820.0133056640625,1080.0,0.028848260641098022,1009.9423828125,1080.0,0.002351209754124284,853.037353515625,1080.0,0.002409151289612055
S_D_0130,90,0,0,933.9637451171875,203.7627410888672,0.992976188659668,956.0361938476562,183.205322265625,0.9783289432525635,912.6886596679688,185.26991271972656,0.9747264385223389,992.0392456054688,198.0275115966797,0.8866465091705322,888.431396484375,204.50930786132812,0.7940561771392822,1040.195068359375,330.3453369140625,0.9959563612937927,841.6707153320312,336.7388610839844,0.9986740350723267,1075.0328369140625,486.92919921875,0.9682513475418091,787.2354125976562,496.8358459472656,0.988867998123169,1067.755615234375,629.8477783203125,0.953334629535675,779.92333984375,663.281982421875,0.9727835059165955,985.81494140625,645.7750854492188,0.9978418350219727,860.8650512695312,646.6221923828125,0.9985758066177368,978.208740234375,834.6533203125,0.9824220538139343,865.07470703125,837.2322387695312,0.9881560802459717,952.8218994140625,972.3673095703125,0.8737537860870361,898.334716796875,985.6761474609375,0.9064816236495972
S_D_0130,30,0,0,918.1232299804688,209.27169799804688,0.9954891800880432,940.3374633789062,188.89947509765625,0.9809549450874329,895.1486206054688,189.1999969482422,0.9852361679077148,971.560546875,205.5727996826172,0.8646663427352905,862.31787109375,208.71807861328125,0.8617671728134155,1016.654296875,340.4886474609375,0.9976511597633362,808.2378540039062,347.86376953125,0.9991536140441895,1051.424560546875,507.75543212890625,0.979393720626831,761.7218627929688,514.6422729492188,0.9927692413330078,1056.90771484375,657.1492919921875,0.9682502150535583,761.18701171875,662.4909057617188,0.9824690818786621,974.5079956054688,652.4905395507812,0.9988616704940796,845.2645263671875,656.057373046875,0.999244213104248,971.4373168945312,837.938232421875,0.9906304478645325,860.6290893554688,844.0809326171875,0.9935644268989563,948.089599609375,975.8162841796875,0.9232202172279358,908.20263671875,986.2147216796875,0.9417807459831238
